Image,Description
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/532/SA56-21SRWA.jpg,"DISPLAY 7SEG 0.56"" SGL YLW 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/867/HDSP-H151.JPG,"DISPLAY 7SEG 0.56"" SGL RED 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/842/SA52-11EWA.jpg,"DISPLAY 7SEG 0.52"" SGL RED 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/413/SA36-11EWA.JPG,"DISPLAY 7SEG 0.36"" SGL RED 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4837/TDSR0750.jpg,"DISPLAY LED 7-SEG 0.28"" SGL RED"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2255/TDSR1360.JPG,"DISPLAY 7SEG 0.51"" SGL RED 10DIP"
"https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/1111/LTD-4608JR,LTD-4608JS,LTD-4608JF,LTD-4708JS,LTD-4708JF,LTD-4708JR.jpg","DISPLAY 7SEG 0.28"" DBL RED 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/1111/LTD-4608JR%2CLTD-4608JS%2CLTD-4608JF%2CLTD-4708JS%2CLTD-4708JF%2CLTD-4708JR.jpg,"DISPLAY 7SEG 0.39"" DBL RED 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4819/SA03-11GWA.jpg,"DISPLAY 7SEG 0.3"" SGL GRN 14DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/528/LTS-3403LG.jpg,"DISPLAY 7SEG 0.8"" SGL GRN 18DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/6311/SA39-11SURKWA.jpg,"DISPLAY 7SEG 0.39"" SGL RED 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2977/LDS-A812%2CA813%2CA814%2CA816%2CC812%2CC813%2CC814%2CC816%20RI%20SERIES.jpg,"DISPLAY 7-SEG 0.8"" SGL RED 16DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5350/SA05-11SURKWA.jpg,"DISPLAY 7-SEG 0.5"" SGL RED 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/560/SC04-11EWA.JPG,"DISPLAY 7-SEG 0.4"" SGL RED 14DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/412/VDMR10A1.jpg,"DISPLAY 7SEG 0.39"" SGL RED 10SMD"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/1111/LTD-4608JR%2CLTD-4608JS%2CLTD-4608JF%2CLTD-4708JS%2CLTD-4708JF%2CLTD-4708JR.jpg,"DISP 7SEG 0.39"" DBL OR-YLW 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/501/LDS-SMHTA304RISITR.JPG,"DISPLAY 7-SEG 0.3"" SGL RED 10SMD"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2187/MFG_SA56-11CGKWA.jpg,"DISPLAY 7SEG 0.56"" SGL GRN 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/501/LDS-SMHTA5604RISIT.JPG,"DISPLAY 7SEG 0.56"" SGL RED 10SMD"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/6536/SC56-21EWA.jpg,"DISPLAY 7SEG 0.56"" SGL RED 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2581/LDS-A512%2CA513%2CA514%2CA516%2CC512%2CC513%2CC514%2CC516%20RI%20SERIES.jpg,"DISPLAY 7SEG 0.56"" SGL RED 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5033/SC52-11SURKWA.jpg,"DISP 650NM HYPER RD NUMERIC .52"""
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2723/MFG_SA52-11SURKWA.jpg,".52"" RED LED DISPLAY"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5735/MFG_QBSLDIW301GR.jpg,"DISPLAY 7SEG 0.3"" SGL WHT 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/6349/SA03-11SURKWA.jpg,"DISPLAY 7-SEG 0.3"" SGL RED 14DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4844/TDSL3150.jpg,"DISPLAY 7SEG 0.39"" SGL RED 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2586/LDS-A412%2CA413%2CA414%2CA416%2CC412%2CC413%2CC414%2CC416%20RI%20SERIES.jpg,"DISPLAY 7SEG 0.43"" SGL RED 14DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4341/MFG_COM-21216.jpg,14-SEGMENT ALPHANUMERIC DISPLAY
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2610/LDD-A512%2CA513%2CA514%2CA516%2CC512%2CC513%2CC514%2CC516%20RI%20SERIES.jpg,"DISPLAY 7SEG 0.56"" DBL RED 18DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/1080/HDSP-521G.JPG,"DISPLAY 7SEG 0.56"" DBL GRN 18DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/901/HDSP-523E.JPG,"DISPLAY 7SEG 0.56"" DBL RED 18DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/1167/HDSP-523G.JPG,"DISPLAY 7SEG 0.56"" DBL GRN 18DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/1094/LDD-E304NI.JPG,"DISPLAY 7-SEG 0.3"" DBL RED 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/1123/TDCG1060M.JPG,"DISP 7SEG 0.39"" QUAD RED 16DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/955/LTC-4724JF.JPG,"DISP 7SEG 0.39"" TRP OR-YLW 15DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/3926/MFG_XZFMDK05A.jpg,"DISPLAY 7-SEG 0.2"" SGL RED 10SMD"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/731/LTP-587Y%2CLTP-587G.jpg,"DISPLAY 16SEG 0.5"" SGL GRN 18DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2601/LUMEX%20OPTOCOMPONENTS%20INC-LDD-F302NI.jpg,"DISPLAY 7SEG 0.3"" DBL GRN 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/713/LTP-587HR.jpg,"DISPLAY 16SEG 0.5"" SGL RED 18DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/42/MFG_DSM7TA56101T.JPG,"DISPLAY 7SEG 0.56"" SGL RED 10SMD"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/42/MFG_DSM7TA56105T.JPG,"DISPLAY 7SEG 0.56"" SGL GRN 10SMD"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/409/MFG_XZFMYK05A.jpg,"DISPLAY 7-SEG 0.2"" SGL YLW 10SMD"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/42/MFG_DSM7TA28105T.JPG,"DISPLAY 7SEG 0.28"" SGL GRN 10SMD"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2598/MFG_ACSA03%20SERIES%20and%20ACSC03%20SERIES.jpg,"DISPLAY 7-SEG 0.3"" SGL RED 10SMD"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2555/HDSM-431C.JPG,"DISPLAY 7SEG 0.39"" SGL RED 10SMD"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/599/ACSA02-41SGWA-F01.jpg,"DISPLAY 7SEG 0.2"" SGL GRN 10SMD"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/599/ACSC02-41SGWA-F01.jpg,"DISPLAY 7SEG 0.2"" SGL GRN 10SMD"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2578/MFG_ACSA04%20SERIES%20and%20ACSC04%20SERIES.jpg,"DISPLAY 7-SEG 0.3"" SGL ORG 10SMD"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/500/ACSC03-41SGWA-F01.jpg,"DISPLAY 7SEG 0.3"" SGL GRN 10SMD"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4720/MFG_XZFCBD14A.jpg,"DISPLAY 7SEG 0.56"" SGL BLU 10SMD"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4691/MFG_XZFMDK14C.jpg,"DISPLAY 7SEG 0.56"" SGL RED 10SMD"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/533/LTC-5723HR.jpg,"DISP 7SEG 0.56"" QUAD RED 12DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4089/ACSC56-41CGKWA-F01.jpg,"DISPLAY 7SEG 0.56"" SGL GRN 10SMD"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/6335/SC08-11SURKWA.jpg,"DISPLAY 7-SEG 0.8"" SGL RED 16DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/6144/SA08-21SURKWA.jpg,"DISPLAY 7-SEG 0.8"" SGL RED 18DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/6347/SA08-12SURKWA.jpg,"DISPLAY 7-SEG 0.8"" SGL RED 16DIP"
-,"DISPLAY 7SEG 0.56"" SGL ORG 10SMD"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/663/LDT-A514RI.JPG,"DISPLAY 7SEG 0.56"" TRP RED 28DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/1123/TDCG1060M.JPG,"DISP 7SEG 0.39"" QUAD GRN 16DIP"
